title;sentence;sentence_id;health;healthSubclass;water;waterSubclass;agriculture;agricultureSubclass;culturesAffected;economy;economySubclass;social;socialSubclass;infrastructure;infraSubclass
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);Ongoing exposure to levels experienced in 2017 in the most highly exposed CDs, was estimated to result in loss of individual life expectancy of approximately one year in Cariboo, Thompson-Nicola, and Okanagan-Similkameen, BC.;WPMSCA_95;1;MORT;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);"""Over the study period, there was variability in the locations and intensity of wildfires; the most consistently impacted areas of Canada were BC and Alberta, followed by the western provinces of Saskatchewan and Manitoba, and the Northwest Territories.""";WPMSCA_107;;;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);Additionally, in 2017 and 2018, the smoke plumes from wildfires in BC spread over Metro Vancouver, a major population centre of 2.5M people, and was responsible for estimated seasonal average exposures wildfire-PM2.5 above 5 and 10 μg/m3 for portions of the population.;WPMSCA_108;;;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);The annual population health impacts and associated valuation of wildfire-PM2.5 are estimated to be substantial in Canada, including 54–240 premature mortalities attributable to acute exposure and 570–2500 premature mortalities attributable to chronic exposure.;WPMSCA_109;1;MORT;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);The associated economic valuation ranged from $410M–$1.8B for the acute impacts and $4.3B–$19B for the chronic impacts per year.;WPMSCA_110;;;;;;;;1;ECOG;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);Over the study period, the greatest population health impacts attributable to wildfire-PM2.5 were estimated for BC and Alberta, reflecting the close proximity of wildfire activity to relatively large population centres.;WPMSCA_113;;;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);Although wildfire activity was only present in this area in one year of the study period (2013), these provinces have the largest populations representing over 60% of the total Canadian population and were impacted by long range transport of wildfire smoke.;WPMSCA_115;;;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);"""A recent health impact analysis of wildfire-PM2.5 for the continental US, over the 2008–2012 period, estimated per year: 1500–2500 premature deaths and an economic valuation of $11B–$20B (2010 US dollars) for short-term exposures; and, 8700–32,000 premature deaths and an economic valuation of $76B–$130B (2010 US dollars) for long-term exposures (Fann et al., 2018).""";WPMSCA_116;1;MORT;;;;;;1;ECOG;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);Similar to the present study, Fann et al. noted considerable geographic variability with some states more greatly affected or more frequently impacted than others over the study period for wildfire-PM2.5 exposure and associated health impacts attributable to wildfires.;WPMSCA_117;1;OTHER;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);Wildfire-PM2.5 is a contributor to ambient levels of PM2.5, and in Canada is estimated to be the largest contributor (Meng et al., 2019).;WPMSCA_142;;;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);Smoke from wildfires impacts populations in close proximity to the wildfire activity, but also populations at a distance due to long-range transport of air pollutants.;WPMSCA_156;;;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);For 2013–15 and 2017–18, annual premature mortality attributable to wildfire-PM2.5 was estimated at 54–240 mortalities from short-term exposure and 570–2500 mortalities from long-term exposure, as well as many cardiorespiratory morbidity outcomes.;WPMSCA_157;1;RESP, MORT;;;;;;;;;;;
Health impact analysis of PM2.5 from wildfire smoke in Canada (2013–2015, 2017–2018);The economic valuation of the population health impacts was estimated per year at $410M-$1.8B for acute health impacts and $4.3B-$19B for chronic health impacts for the study period.;WPMSCA_158;;;;;;;;1;ECOG;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;During the storm period, thousands of residents were without power, mandatory evacuations were ordered, and several hospitals were forced to close.;SSLEF_3;;;;;;;;;;1;DISP;1;ENER, STRAIN
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Prior studies that examined the effects of hurricanes on health observed that increases in mortality and emergency department visits can persist for at least 1 year, especially for cardiovascular-related diseases.Reference Sharp, Sun and Ledneva1 , Reference Gautam, Menachem and Srivastav2;SSLEF_4;1;RESP, MORT;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Table 1 shows the association between exposure to Superstorm Sandy and the number of cases stratified by period following the storm and health condition (CVD, respiratory disease, and injury).;SSLEF_42;1;RESP, OCC;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;"In the 4-month period following the storm, the risk of CVD (RR, 2.13; 95% CI, 2.12-2.14) was twice as high as it was in the corresponding period in other years (referent).";SSLEF_43;1;RESP;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;"Respiratory disease was also significantly elevated 4 months following Superstorm Sandy (RR, 2.22; 95% CI, 2.21-2.22).";SSLEF_44;1;RESP;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;"However, the strongest association was risk of injury 12 months after the hurricane period (RR, 2.43; 95% CI, 2.43-2.44).";SSLEF_45;1;OCC;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;"When comparing affected areas versus nonaffected areas (referent), we found that CVD had the greatest risk immediately (RR, 2.65; 95% CI, 2.64-2.66), 4 months (RR, 2.62; 95% CI, 2.62-2.63), and 12 months (RR, 2.64; 95% CI 2.64-2.65) after the hurricane period.";SSLEF_46;1;RESP;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;We observed that the risk of CVD for women immediately, 4 months, and 12 months after Superstorm Sandy was twice as high as it was for men (referent).;SSLEF_48;1;RESP;;;;;;;;1;INEQ;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;"There was also a slight upward trend for respiratory disease among women immediately (RR, 1.89; 95% CI, 1.88-1.90), 4 months (RR, 1.91; 95% CI, 1.90-1.92), and 12 months (RR, 1.92; 95% CI, 1.91-1.92) following the storm period.";SSLEF_49;1;RESP;;;;;;;;1;INEQ;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;"Additionally, injury had over a 2.2-fold increased risk for all time periods following the storm, and effects 4 months (RR, 2.31; 95% CI, 2.30-2.32) and 12 months (RR, 2.30; 95% CI, 2.30-2.31) after the storm were greatest among women.";SSLEF_50;1;OCC;;;;;;;;1;INEQ;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Moreover, when comparing racial differences in risk, we found that whites had a higher risk for CVD, respiratory disease, and injury during each period following the storm than did other racial groups.;SSLEF_51;1;RESP, OCC;;;;;;;;1;INEQ;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Our results showed that the immediate period following Superstorm Sandy period was associated with greater than 2-fold risk for CVD, respiratory disease, and injury-related outpatient visits, ED visits, and hospital admissions among the elderly.;SSLEF_53;1;RESP, OCC;;;;;;;;1;STRAIN;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;These findings are consistent with those of a prior study in NYS that evaluated ED visits among elderly individuals following a disaster, which found an increase in ED visits 3 weeks after the storm for cardiovascular- and respiratory-related diseases.Reference Malik, Lee and Doran5;SSLEF_54;1;RESP;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;A NYC study that examined injury-related mortality associated with Hurricane Sandy found that the majority of deaths following the storm occurred among the elderly, and the associated indirect risk of injury-related mortality was observable 30 days later.Reference Seil, Spira-Cohen and Marcum6;SSLEF_55;1;MORT, OCC;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;In addition to the immediate effects, we found that Hurricane Sandy’s effect on adverse health was observable for 12 months following the storm period.;SSLEF_57;;;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Similar to our findings, a study that examined the long-term cardiovascular effects of Hurricane Katrina showed a persistent 3-fold increased rate of acute myocardial infarction 2 years after the storm period.Reference Gautam, Menachem and Srivastav2;SSLEF_58;1;RESP;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;We hypothesize that a potential contributor to the long-term effects on respiratory health is the disruption in flu vaccination, because of health services closure, and injury resulting from storm-related cleanup and repair.;SSLEF_60;1;RESP, OCC;;;;;;;;1;STRAIN;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;We observed that females were at a higher risk than males immediately, 4 months, and 12 months following the storm period.;SSLEF_61;;;;;;;;;;;;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Our findings are similar to those of a study that assessed the effects of Hurricane Katrina on health outcomes among the elderly 1 year after the storm, which found that blacks experienced lower morbidity than whites.Reference Burton, Skinner and Uscher-Pines9;SSLEF_65;;;;;;;;;;1;INEQ;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Additionally, a NYC study that examined the effect of a large disaster on health showed that whites were more vulnerable to hospitalization.Reference Lin, Fletcher and Luo7;SSLEF_66;1;OTHER;;;;;;;;1;INEQ;;
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;The authors suggested that property damage and loss of services were greater contributors to adverse health following a disaster among whites and individuals of high socioeconomic status, as they are more dependent on having easy access to health services and resources than low socioeconomic status groups that experienced more sporadic access prior to the event.Reference Lin, Fletcher and Luo7 , Reference Davidson, Price and McCauley10;SSLEF_67;;;;;;;;;;1;INEQ;1;RESI
After the Storm: Short-term and Long-term Health Effects Following Superstorm Sandy among the Elderly;Our findings suggest that in addition to the immediate health effects, the effects of hurricane on health (CVD, respiratory disease, and injury) among the elderly population can last for 1 year following the storm period.;SSLEF_81;1;RESP, OCC;;;;;;;;1;INEQ;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;The current work expands on previous work by Coates et al. [1] on Australian heatwave fatalities from 1844 to 2010, who determined that heatwaves were second only to disease epidemics in terms of lives lost from natural hazards.;HFA200_3;1;MORT;;;;;;;;;;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;3. Results At least 473 heat-related deaths were reported to a coroner in Australia in the 18 years from July 2000 to June 2018, 354 occurred during heatwave conditions and, of these, 244 occurred within or near buildings.;HFA200_66;1;MORT;;;;;;;;;;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;However, just two heatwave events – in 2009 and 2014, across VIC and SA – accounted for 63% (n = 223) of the total fatalities and 82% of building-related fatalities.;HFA200_69;1;MORT;;;;;;;;;;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;Considering population statistics and utilising annual average fatality rates, the Northern Territory (NT) and SA had the highest fatality rates – 0.32 and 0.31 deaths per 100,000 population respectively – followed by VIC (0.18).;HFA200_70;1;MORT;;;;;;;;;;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;The highest fatality rates occurred in those years with the most severe heatwaves: 0.60 deaths per 100,000 population in FY2009 and 0.46 in FY2014 (Figure S2, Supplementary Data).;HFA200_72;1;MORT;;;;;;;;;;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;"""Heatwave incident details The majority of fatal heatwave incidents occurred in January (n = 245, 69%), followed by February (n = 67; 19%) then December (n = 29; 8%).""";HFA200_75;1;MORT;;;;;;;;;;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;Areal hotspots occurred mainly at the coastal capitals, especially in south-eastern Australia (Fig. 1).;HFA200_76;;;;;;;;;;;;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;Some 64% of fatalities occurred in the top 50% most socio-economically disadvantaged areas and 32% in the top 20% most socio-economically disadvantaged areas (Fig. 4).;HFA200_111;1;MORT;;;;;;;;1;INEQ;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;Disabilities At least 316 (89%) of decedents had some type of disability and many had multiple disabilities: e.g., 171 (48%) had three or more disabilities (not shown).;HFA200_112;1;MORT;;;;;;;;1;INEQ;;
Heatwave fatalities in Australia, 2001–2018: An analysis of coronial records;Taking the previously mentioned caveats into account, at least 354 heatwave deaths were reported to a Coroner from July 2000 to June 2018.;HFA200_129;1;MORT;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;Alongside the environmental and economic costs, these events negatively influence human health (Yu et al., 2020).;ABFPA_2;1;OTHER;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;For example, bushfires lead to increased hospital admissions due to respiratory complaints (Alves, 2020, Morgan et al., 2010).;ABFPA_3;1;RESP;;;;;;;;;;1;STRAIN
The effects of the Australian bushfires on physical activity in children;In addition to directly undermining respiratory health, bushfires may decrease opportunities for participation in health-enhancing behaviour, such as outdoor physical activity.;ABFPA_5;1;RESP, OTHER;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;"A school was considered to be exposed if it was in an area affected by the bushfires, received targeted advice from the Department of Education for children to avoid all outdoor physical activities, and had a poor AQI (i.e., AQI > 100; the threshold at which sensitive groups—including children are advised to 'reduce strenuous outdoor activities') on 3 or more days of the week in which physical activity was assessed.";ABFPA_49;;;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;Rather, by maintaining usual levels of physical activity, children are likely experiencing harmful impacts of smoke exposure during bushfires.;ABFPA_125;1;OTHER;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;This is a worrying finding because of the short and long-term health impacts of exposure to air pollutants, including those present in bushfire smoke (Alves, 2020, The Lancet Respiratory Medicine, 2020), to which children are particularly susceptible (Friedrich, 2018).;ABFPA_155;;;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;Exposure to air pollutants while children’s lungs and immune systems are developing contributes to disproportionate disease morbidity among children (Daigle et al., 2003, Guarnieri and Balmes, 2014) and may increase the risk of chronic diseases later in life (Friedrich, 2018).;ABFPA_156;1;MORT, OTHER;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;Children’s higher ventilation rates compared with adults and their relatively larger dose of pollutants per weight add to children’s vulnerability.;ABFPA_157;1;RESP;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;Being physically active in the presence of air pollutants introduces additional risks. Higher ventilation rates during exercise increase the total inhaled dose of pollutants and dehydrate and damage airways.;ABFPA_158;1;RESP;;;;;;;;;;;
The effects of the Australian bushfires on physical activity in children;These effects also combine to result in deeper penetration of pollutants including harmful fine particulates (Daigle et al., 2003, Guarnieri and Balmes, 2014, Kippelen et al., 2012).;ABFPA_159;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Few people died due to the cold weather, but damage to crops was severe, mainly in the agricultural lands of south-central Brazil, Bolivia, and Paraguay.;CW2021_65;1;MORT;;;1;AGRI;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;"Based on the information available to date from state agencies, news media, and agricultural organizations, the cold waves in June and July 2021 were comparable, in terms of both intensity and of damage to agriculture (coffee, corn, and sugar cane production and prices), to the well-documented historical cases of June 1975 and June 1994 (Marengo et al. 1997a, b; WMO 2022).";CW2021_66;;;;;1;AGRI;coffee, corn, sugar cane;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;In the same period, news media reported frost conditions starting on June 20 that impacted coffee-growing areas in southeastern Brazil (Perfect Daily Grind PDG, 2021).;CW2021_135;;;;;1;AGRI;coffee;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;In addition, the cold air mass moved over Brazil�  agricultural areas by July 26, further damaging coffee and sugarcane crops already hurt by strong frosts the week before, and by the third consecutive year of drought.;CW2021_136;;;;;1;AGRI;coffee, sugar cane;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;First-ever or extremely rare frosts in the Chiquitania and Pantanal regions, between latitudes 16 S and 19 S, contributed to vegetation drying (and dying) in a context of an ecosystem (Chiquitano dry forest) already debilitated by the wildfires of previous years.;CW2021_170;;;;;;;;1;FRST;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Some of the harm to regional agriculture was due to the combination of drought and cold events.;CW2021_224;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Impacts of the cold wave of June 26-July 1, 2021 Frosts and snowfall in southern and southeastern Brazil in 2021 affected coffee, sugarcane, vegetable, and fruit crops.;CW2021_284;;;;;1;AGRI;coffee, sugarcane, vegetable, fruit crops;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Production fell by 30%, and prices of food and commodities rose (Reuters 2021).;CW2021_285;;;;;1;AGRI;;1;AGRC;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Average temperatures in southeastern Brazil, a major coffee-producing region, fell to as low as − 1.2 C, causing devastating, irreparable damage to coffee plants.;CW2021_286;;;;;1;AGRI;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;The most heavily impacted regions were the states of São Paulo and Minas Gerais the two largest coffee-producing states in Brazil.;CW2021_287;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Around the world, market analysts and coffee traders suggest this could be the worst frost since 1994.;CW2021_288;;;;;;;;1;AGRC;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;They warn that repercussions for the global coffee market may last up to four years (Perfect Daily Grind PDG, 2021).;CW2021_289;;;;;;;;1;AGRC;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;The severe frosts in the last week of July 2021 damaged many of the main Brazilian coffee fields.;CW2021_290;;;;;1;AGRI;coffee;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Preliminary estimates from the Brazilian government  food supply agency CONAB (www.conab.gov.br) indicate that these frosts affected 150,000 to 200,000 hectares about 11% of the country  total arabica crop area (Reuters 2021).;CW2021_291;;;;;1;AGRI;coffee;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Current reasonable estimates suggest that anywhere from 2.5 to 5.5 million bags of coffee were lost.;CW2021_293;;;;;1;AGRI;coffee;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;However, an accurate figure could be as high as 10 million bags (Perfect Daily Grind PDG, 2021).;CW2021_294;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;After severe frosts during the last 2 weeks of July 2021, the price of coffee closed on Monday, July 26, above $2/lb.;CW2021_295;;;;;;;;1;AGRC;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;In U.S. dollars the highest value since October 2014.;CW2021_296;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Over 18 months, shipping container shortages, the Covid-19 pandemic, and protest blockades in Colombia also contributed to rising coffee prices (Perfect Daily Grind PDG, 2021).;CW2021_298;;;;;;;;1;AGRC;;;1;SUPPLY
A cold wave of winter 2021 in central South America: characteristics and impacts;Adding to the losses from the 2021 drought, frost-related losses may represent one of the biggest disasters for farms in recent years.;CW2021_299;;;;;;;;1;AGRC;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;These losses may total billions of Reais (Ministry of Agriculture, Livestock and Supply MAPA-www.gov.br/pt-br/orgaos/ministerio-da-Agricultura-pecuaria-e-abastecimento).;CW2021_300;;;;;;;;1;AGRC, ECOG;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;By July 23, large agricultural areas in Minas Gerais were affected by frost.;CW2021_301;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;"""The Minas Gerais Agriculture Federation (FAEMG-www.sistemafaemg.org.br/faemg) announced that the region hit hardest was the southern part of the state, where the damage was described as “the worst in 27 years, after 1994.""""""";CW2021_302;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;The Minas Gerais Agricultural Research Corporation (EPAMIG-www.epamig.b/) estimates that 30% of the area was damaged by frost and fires.;CW2021_303;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;In Mato Grosso do Sul, corn crops also suffered from the intense cold.;CW2021_304;;;;;1;AGRI;corn;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;CONAB has already pointed out that the second harvest of 2020/2021, for which totals are not yet available, may suffer a drop of up to 30% in productivity.;CW2021_305;;;;;1;AGRI;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Consulting market analysts warn of an impending shortage of corn domestically in the second half of 2022.;CW2021_306;;;;;;;;1;AGRC;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Imports will be necessary to fund the production chain.;CW2021_307;;;;;;;;;;;;1;SUPPLY
A cold wave of winter 2021 in central South America: characteristics and impacts;The sugar-energy sector had also already accumulated losses due to drought since 2021.;CW2021_308;;;;;;;;1;AGRC;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;CIIAGRO (www.ciiagro.sp.gov.br) advises that the sequence of polar air with heavy to severe frost further worsened the situation.;CW2021_309;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;CONAB estimates the 2021/2022 sugarcane harvest at 574.8 million tons, 4.6% lower than the previous harvest.;CW2021_310;;;;;1;AGRI;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;Frost-related losses and accumulated losses from the 2021 drought ranked among the biggest disasters for Brazilian farmers in recent years.;CW2021_311;;;;;;;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;CONAB estimates that coffee production in Brazil in 2022 will be 120,000 tons lower than had been forecasted in May 2021, due to 2021�  cold waves and drought (WMO 2022).;CW2021_312;;;;;1;AGRI;coffee;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;First-ever or very unusual frosts were recorded in Bolivia�  Chiquitania and Pantanal regions, causing further damage to vegetation already debilitated by previous years’ wildfires, and causing significant crop and crop-related losses in southern and southeastern Brazil.;CW2021_317;;;;;1;AGRI;;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;This impacted regional agriculture, particularly affecting commodities such as soybean, corn, and sugar cane in southeast Brazil (WMO 2022).;CW2021_325;;;;;1;AGRI;soybean, corn, and sugar cane;;;;;;
A cold wave of winter 2021 in central South America: characteristics and impacts;In São Paulo, 13 homeless people died due to hypothermia.;CW2021_326;;;;;;;;;;;;;
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;The large death toll can principally be attributed to two main reasons.;HR2018_8;1;MORT;;;;;;;;;;;
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;The impact of the disaster was so large that the industries, freight services, and railways, all suspended their operations in South-western and central prefectures of the country [13, 14].;HR2018_12;;;;;;;;;;;;1;TRSP, INDS, SUPPLY
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;The nation sustained tremendous damage to all the major sources of economy, including agriculture, forestry, and fishery amounting to a loss of ¥1.09 trillion (US$9.86 billion) [15].;HR2018_13;;;;;1;FISH;;1;AGRC, FRST, ECOG;;;;
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;This sudden shut down in turn grossly came up with a shortage of water, food, and shelter, afflicting people with psychological stress, physical health ailments, and most importantly water-related health issues [16].;HR2018_14;1;MIND, OCC, OTHER;1;AVLB;;;;;;;;1;RESI
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;These results reasonably indicate that heavy rains brought about significant health deterioration in individuals majorly affecting blood and urine physiology.;HR2018_47;1;OTHER;;;;;;;;;;;
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;There was however no significant change observed for any of the given clinical values, indicating both the males or female victims have suffered health issues with almost similar magnitude (Table 2 ).;HR2018_49;;;;;;;;;;;;;
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;Two out of the five most expensive natural disasters in recent years have occurred in Japan, costing $181 billion in the years 2011 and 1995 alone [21, 22, 23].;HR2018_65;;;;;;;;1;ECOG;;;;
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;Given that water outage is usual to any natural disasters, the victims generally suffer from dehydration due to a crisis of drinking water.;HR2018_83;1;OTHER;1;AVLB;;;;;;;;;
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;According to the Disaster Management Agency of Hiroshima Prefecture, and Hitachi Zosen Health Insurance Association, Innoshima, a total of 59,844 households were hit with water outage on the first day of the disaster (7 July 2018) and only 23.3 % of the households were recovered from outage in a week, while 69.7 % of households were recovered after 10 days of the heavy rain.;HR2018_90;;;1;AVLB;;;;;;;;1;RESI
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;This extremely long span of water crisis forced people to refrain from using restrooms or exercising other sanitary activities.;HR2018_92;;;1;AVLB;;;;;;;;1;SANIT
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;Moreover, victims solely depended on the drinking water and preserved it by evading the use of toilets.;HR2018_93;;;1;AVLB;;;;;;;;1;SANIT
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;Adding to the difficulty, the sewerage pipelines were extensively damaged during the disaster, which further made victims avoid restrooms.;HR2018_94;;;;;;;;;;;;1;SANIT
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;In addition, dehydration not forming the main confounder for elevated urine concentrations can be attributed to the fact that, municipal corporations of Onomichi and Fukuyama City aided by Japan Self Defence forces ensured to provide safe drinking water which was delivered through an articulated water tanker in each area.;HR2018_97;;;1;AVLB, QUAL;;;;;;;;1;SANIT
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;Victims in fact, solely depended on the drinking water and preserved it by evading the use of toilets.;HR2018_98;;;;;;;;;;;;1;SANIT
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;Although there was an acute water outage in the households (due to damaged pipelines), which restricted residents to carry out any water-related chores (use of restrooms, washing etc), the drinking water was however available.;HR2018_99;;;1;AVLB;;;;;;;;1;SANIT
Impact of heavy rains of 2018 in western Japan: disaster-induced health outcomes among the population of Innoshima Island;5 Conclusion The reports of the Health Protection Agency (HPA) based on enormous disaster-related literature have identified that disasters have uprooted civilizations, brought profound loss to economy, but most importantly it has affected the health of a person at both physiological and psychological dimensions.;HR2018_119;1;MIND, OTHER;;;;;;1;ECOG;;;;
Impact of the 2018 European drought on microbial groundwater quality in private domestic wells: A case study from a temperate maritime climate;"Irrespective of classification, drought events serve to deplete available freshwater resources, thus altering hydrodynamic regimes in both surface water and groundwater dominated catchments, with environmental and socio-economic impacts frequently outlasting the drought period (Kayam et al., 2009; Mishra and Singh, 2010; Daneshmand et al., 2014).";EDMWQ_6;;;1;AVLB, QUAL;;;;;;;;;
Impact of the 2018 European drought on microbial groundwater quality in private domestic wells: A case study from a temperate maritime climate;Fluctuating recharge rates, piezometric surface and groundwater temperatures in the vadose zone and producing aquifers, all affect contaminant transport thus affecting both local and regional groundwater quality (Ghazavi et al., 2012).;EDMWQ_9;;;1;QUAL;;;;;;;;;
Impact of the 2018 European drought on microbial groundwater quality in private domestic wells: A case study from a temperate maritime climate;Moreover, periods of drought, and particularly those experienced in non-arid regions, are invariably associated with increased anthropogenic water demand in concurrence with decreased resource availability, potentially leading to over-exploitation and exacerbation of groundwater quality deterioration (Stanke et al., 2013).;EDMWQ_11;;;1;AVLB, QUAL;;;;;;;;;
