doi,year,title,sentence,CFLC,LVLH,DISP,INEQ,AVLB,QUAL,AGRI,ANIM,FISH,INFC,MORT,MIND,PREG,NUTR,SKIN,OCC,RESP,OTHER,TRSP,SUPPLY,SANIT,STRAIN,IT,RESI,PUBL,ENER,INDS,AGRC,FRST,RECR,ECOG
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","Ayeyarwady Region shows a higher population displacement, number of flood-affected houses, and amounts of destroyed farmland, although the number of totally damaged houses was relatively low.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","Even though villagers on the unprotected area are used to annual monsoon floods and inundation, the severe floods in 2015 were a challenge to survive given two months with more than two meters of inundation water.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","Most of the houses were affected by the approximately 2.2 m height of the inundation water above floor level both in timber and bamboo houses in villages A and C. There was no collapse of timber houses, although several bamboo houses were destroyed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","Households that owned totally destroyed houses could receive 50,000 Kyat (equivalent to US$ 38.83) and 20,000 (equivalent to US$ 15.54) for partially damaged houses from the national government.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","On the other hand, villages B and D neither impacted casualties nor damaged houses because of the dyke, but inundation water reached to less than a foot from the top of the dyke.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar",The Timber houses also show the same short life when on the unprotected side.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","With regard to weaving mat, the report also showed that 4250 persons worked for reed mat makers in several township especially flood-prone area.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar",The majority of households living in bamboo houses have lower than average incomes both on the unprotected and protected side.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","These results show that people who live in a built environment change their investments different ways; one invests on the house particularly floor height, and the other does not.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","To cope with prolonged inundation, most households located on the unprotected side own boats, either with or without engines.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","As per warnings from the Irrigation Department in the center of Hinthada Township that are issued after monitoring the water level in the Irrawaddy River, men in the villages begin voluntary observation by working 24-h shifts in the high season.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","For example, households living in bamboo houses evacuate temporarily to neighbors’ floor-elevated timber houses for days or weeks.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","One elderly man also remembered that fractures in the dyke occurred in the 1950s and 1970s, and those events had impact on local houses and livelihoods.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2018.11.007,2019,"Adaptive strategies and transformation for community recovery – A case study of villages in Hinthada, Ayeyarwady Region, Myanmar","Without preparedness, lower floor housing and most of the crops are vulnerable to floods.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"The increased frequency of wildfires has led to a rise in wildfire smoke over the past few decades (Wilkins et al., 2018), with an estimated 27-fold increase in the number of people who have experienced at least one day of wildfire fine particulate matter (PM2.5) above 100 μg/m3 per year in the past decade (Childs et al., 2022).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,The substantial release of PM2.5 into the atmosphere has led to an increase in human mortality and morbidity.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"To date, a growing body of evidence suggests that the most vulnerable communities are often disproportionately impacted by wildland fire smoke (Rappold et al., 2017; Tessum et al., 2021, 2019), which exacerbates existing social and environmental injustices (e.g., Reid et al., 2016; Tessum et al., 2021, 2019).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"This study identified that the counties along the western slope of the Appalachian Mountains have the highest vulnerability, with 10.3 million people experiencing >10 days/year with >35 μg/m3 PM2.5 as a result of wildland fires.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,They also found that the most vulnerable counties tend to experience more smoke exposures compared to less vulnerable communities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,Do the counties experience a greater increase in the annual number of days with 12-35 μg/m3 (moderate) or >35 μg/m3 (at or above unhealthy for sensitive groups) due to wildland fires than their counterparts?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"Previous studies have demonstrated that there is a greater adverse impact of smoke on those under 5 years (Ye et al., 2021) due to their smaller airways and higher ventilation rate compared with adults (Jacobson et al., 2012), and over 65 years (Haikerwal et al., 2015) due to the gradual decline in physiological processes over time and a higher prevalence of preexisting conditions among them (Sacks et al., 2011).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"This suggests that counties with lower adaptive capacity (higher adaptive capacity sub-index), higher sensitivity, and higher vulnerability tend to have higher fire-PM2.5 exposure.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"We overall observed that the counties with higher adaptive capacity (lower adaptive capacity sub-index), lower sensitivity, and lower vulnerability tended to have lower fire-PM2.5 exposure.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"Among the 14.9 million people with the lowest adaptive capacity, 2.1 million people were also exposed to high daily fire-PM2.5 exposure (>1.50 μg/m3).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,These studies presented evidence that communities with higher PM2.5 exposure and higher vulnerability could be at higher risk of health risks resulting in increased smoke-related mortality and morbidity.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,We found that counties with high fire-PM2.5 exposure may also be at higher risk as a result of corresponding low adaptive capacity and high sensitivity.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"On the other hand, the most vulnerable group (10th decile of the CHVI) experienced substantially higher increases of 32.2 and 2.3 days/year, which corresponds to approximately 5 to 6 times more days compared to the 1st decile of the CHVI.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.scitotenv.2023.167834,2024,Advancing the community health vulnerability index for wildland fire smoke exposure,"Both Rappold et al. (2017) and our study observed high concentrations over mesic and dry mixed-conifer forested regions of Northern California and Pacific Northwest; within hardwood, pine and southern mixed forests; as well as in the wetlands across the Southeast.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"According to Swiss Re Institute (2021), globally in 2020 only 81 billion US dollars were covered by insurance out of 190 billion US dollars of economic losses from natural disasters, leaving a gap of more than 100 billion US dollars.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"According to Swiss Re Institute (2021), globally in 2020 only 81 billion US dollars were covered by insurance out of 190 billion US dollars of economic losses from natural disasters, leaving a gap of more than 100 billion US dollars.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"Starting in July 2011, Thailand was hit by massive floods along the Chao Phraya river basin, first in northern and northeastern provinces, and later in the central part of the country, where major industrial estates and/or parks are located.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"Starting in July 2011, Thailand was hit by massive floods along the Chao Phraya river basin, first in northern and northeastern provinces, and later in the central part of the country, where major industrial estates and/or parks are located.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"A large proportion of plants were inundated at a level the region had not experienced previously, and their operations were widely disrupted.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"A large proportion of plants were inundated at a level the region had not experienced previously, and their operations were widely disrupted.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"We also find that firms that receive insurance payments tend to exert less effort to recover their operation: They tend to produce less, to hire fewer workers, and to take more time to resume operation.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"We also find that firms that receive insurance payments tend to exert less effort to recover their operation: They tend to produce less, to hire fewer workers, and to take more time to resume operation.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"In October 2011, the lower Chao Phraya basin was hit by severe floods.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"The floods showed us that unexpected, severe adverse events could occur in Thailand, an otherwise steadily growing middle income country.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"The floods showed us that unexpected, severe adverse events could occur in Thailand, an otherwise steadily growing middle income country.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"Their attribution analysis points out that anthropogenic greenhouse gases may cause substantially increased rainfall, which could further increase the flooding risk in the future.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"In particular, among surveyed provinces, Ayutthaya and Pathum Thani provinces had many plants that reported severe damage or losses from floods.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"Namely, a negative β 3 S indicates that the insurance market may have gone missing for plants located in Ayutthaya and Pathum Thani upon the 2011 floods.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,the impacts of insurance payments on the change in production level and on the change in the number of workers.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"Hence, when the BI insurance payment takes more time, plants tend to resume production earlier, or conversely, plants who received quicker insurance payments tend to delay their resumption of production.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.jebo.2022.11.027,2023,Adverse selection and moral hazard in corporate insurance markets: Evidence from the 2011 Thailand floods,"Hence, when the BI insurance payment takes more time, plants tend to resume production earlier, or conversely, plants who received quicker insurance payments tend to delay their resumption of production.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","With 24 million hectares of land burnt, the impact on our natural environment and wildlife was devastating.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","In the state of Victoria, the focus of this paper, it was estimated that as much as 60% of the state's 50 national parks and nature reserves were affected.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","Regional and rural communities were heavily impacted and many were isolated or cut off, without power, water, internet access and communication.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","Many who evacuated were isolated from family and friends, unable to return for weeks, as towns were cut off and cleanup work was undertaken.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","The impact on young people was significant and they reported feeling disconnected from their friends and communities, frustrated too by an unfulfilled desire to take an active role in relief and recovery efforts ([2]).",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program",The reconnection was short lived as the onset of COVID-19 in February 2020 brought with it further challenges for young people in Victoria's bushfire affected communities.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","Schools and education providers switched to online delivery, sport and social activities were cancelled in the face of the pandemic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program",Un[der] employment and financial insecurity followed as traditional employers of young people struggled to stay solvent.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","The combined impact of COVID-19, ongoing lockdowns, bushfires, isolation and limited access to mental health services was a heavy burden ([3–6]).",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","The impact can be disproportionate within communities, as risk factors are addressed for those considered to be more vulnerable and at risk, including children and young people.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","While COVID-19 lockdowns restricted opportunity, young people were already re-considering acts of citizenship in a precarious labour market, juggling their educational commitments alongside insecure work and under employment [7].",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","2.3 Victoria's Black Summer Bushfires had already burnt across Australia's eastern states in 2019, when a total fire ban was declared across the state of Victoria on the 21st November.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","An additional 110 fires broke out over the following days, and the intensity of some fires created their own thunder and lightning.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program",Roads were closed and communities cut off as they lost power and mobile phone coverage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program","Residents, holiday makers and animals were cut off from the outside world with bushfires raging around them. The bushfires burnt for three months, causing the loss of five lives, destroying 300 homes and over 6600 live stock.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ijdrr.2023.103551,2023,"Agents of change in bushfire recovery: Young people's acts of citizenship in a youth-focused, animal-welfare and environmental program",It is clear that the social benefits of working collectively on bushfire recovery had a positive impact on these young people.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"Food security Flash drought Wheat Heat wave Russia 1 Introduction The 2010 heat wave across western Russia was an extreme climate event that led to profound environmental, economic, and societal impacts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"Food security Flash drought Wheat Heat wave Russia 1 Introduction The 2010 heat wave across western Russia was an extreme climate event that led to profound environmental, economic, and societal impacts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,Local impacts from the drought and heat wave were extraordinary.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,Local impacts from the drought and heat wave were extraordinary.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"In all, the resulting impacts associated with the heat wave and air quality problems led to a total of approximately 11,000 excess deaths (Shaposhnikov et al., 2014).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,The timing and location of the drought in 2010 was detrimental to food security for reasons beyond the drought conditions.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"While Russia being a net exporter of wheat during a historically severe drought was not a food security issue by itself, its importance to the global market sparked panic in the wheat markets during the summer of 2010.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"Furthermore, the countries that were the largest customers and most reliant on Russian wheat exports compounded the issue.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,It is the combination of the rapid increase in contract prices for wheat and its byproducts combined with persistently high prices that has been considered a possible factor in the unrest of the Arab Spring in 2011 (Welton 2011).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,It is the combination of the rapid increase in contract prices for wheat and its byproducts combined with persistently high prices that has been considered a possible factor in the unrest of the Arab Spring in 2011 (Welton 2011).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"In particular, we demonstrate that the timing of the onset, the locations affected, and the rapid intensification of the flash drought were critical to the rapid increase of wheat prices, which may have been a factor for cascading socioeconomic impacts in other areas of the globe.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"The most significant reductions were in Belgorod and Voronezh, with reductions of 75% and 80% respectively.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"The most significant reductions were in Belgorod and Voronezh, with reductions of 75% and 80% respectively.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"Between the months of June and August, global demand for wheat remained constant but the supply dropped from 861.4 million MT to 839.8 million MT (USDA-WASDE, 2010).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"Most Russians did not see a financial benefit from the export ban, however, and the poorest people in the country were particularly affected by the significant increase in prices, as the official price for a subsistence basket rose upwards of 30% in just a few months (Welton 2011).",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.1016/j.wace.2021.100383,2021,Agricultural and food security impacts from the 2010 Russia flash drought,"Most Russians did not see a financial benefit from the export ban, however, and the poorest people in the country were particularly affected by the significant increase in prices, as the official price for a subsistence basket rose upwards of 30% in just a few months (Welton 2011).",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
